prname,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,numtoday,deathstoday,testedtoday,recoveredtoday,numactive,rateactive
Canada,2020-05-11,69970,11,4993.0,69981,1121629.0,32994.0,47.15,1133,122.0,24109.0,898.0,31994.0,85.11
Canada,2020-05-12,71146,11,5169.0,71157,1145568.0,34042.0,47.84,1176,176.0,23939.0,1048.0,31946.0,84.99
Canada,2020-05-13,72267,11,5304.0,72278,1172872.0,35164.0,48.65,1121,135.0,27304.0,1122.0,31810.0,84.63
Canada,2020-05-14,73477,11,5472.0,73488,1203588.0,36091.0,49.11,1210,168.0,30716.0,927.0,31925.0,84.93
Canada,2020-05-15,74602,11,5562.0,74613,1236746.0,36895.0,49.45,1125,90.0,33158.0,804.0,32156.0,85.55
Canada,2020-05-16,75853,11,5679.0,75864,1270254.0,37819.0,49.85,1251,117.0,33508.0,924.0,32366.0,86.1
Canada,2020-05-17,76991,11,5782.0,77002,1300729.0,38550.0,50.06,1138,103.0,30475.0,731.0,32670.0,86.91
Canada,2020-05-18,78061,11,5842.0,78072,1323447.0,39238.0,50.26,1070,60.0,22718.0,688.0,32992.0,87.77
Canada,2020-05-19,79101,11,5912.0,79112,1339971.0,40050.0,50.62,1040,70.0,16524.0,812.0,33150.0,88.19
Canada,2020-05-20,80112,11,6030.0,80123,1375126.0,40693.0,50.79,1011,118.0,35155.0,643.0,33400.0,88.86
Canada,2020-05-21,81313,11,6152.0,81324,1379731.0,41728.0,51.31,1201,122.0,4605.0,1035.0,33444.0,88.97
Canada,2020-05-22,82469,11,6250.0,82480,1405284.0,42607.0,51.66,1156,98.0,25553.0,879.0,33623.0,89.45
Canada,2020-05-23,83610,11,6355.0,83621,1431987.0,43318.0,51.8,1141,105.0,26703.0,711.0,33948.0,90.31
Canada,2020-05-24,84688,11,6424.0,84699,1459288.0,43998.0,51.95,1078,69.0,27301.0,680.0,34277.0,91.19
Canada,2020-05-25,85700,11,6545.0,85711,1482468.0,44651.0,52.09,1012,121.0,23180.0,653.0,34515.0,91.82
Canada,2020-05-26,86636,11,6639.0,86647,1502990.0,45352.0,52.34,936,94.0,20522.0,701.0,34656.0,92.2
Canada,2020-05-27,87508,11,6765.0,87519,1530931.0,46177.0,52.76,872,126.0,27941.0,825.0,34577.0,91.99
Canada,2020-05-28,88501,11,6877.0,88512,1585235.0,46853.0,52.93,993,112.0,54304.0,676.0,34782.0,92.53
Canada,2020-05-29,89407,11,6979.0,89418,1596449.0,47533.0,53.16,906,102.0,11214.0,680.0,34906.0,92.86
Canada,2020-05-30,90179,11,7073.0,90190,1634277.0,48116.0,53.35,772,94.0,37828.0,583.0,35001.0,93.11
Canada,2020-05-31,90936,11,7295.0,90947,1665831.0,48892.0,53.76,757,222.0,31554.0,776.0,34760.0,92.47
Canada,2020-06-01,91694,11,7326.0,91705,1695918.0,49739.0,54.24,758,31.0,30087.0,847.0,34640.0,92.15
Canada,2020-06-02,92399,11,7395.0,92410,1724250.0,50357.0,54.49,705,69.0,28332.0,618.0,34658.0,92.2
Canada,2020-06-03,93074,11,7498.0,93085,1755926.0,51048.0,54.84,675,103.0,31676.0,691.0,34539.0,91.89
Canada,2020-06-04,93715,11,7637.0,93726,1791106.0,51739.0,55.2,641,139.0,35180.0,691.0,34350.0,91.38
Canada,2020-06-05,94324,11,7703.0,94335,1830498.0,52568.0,55.72,609,66.0,39392.0,829.0,34064.0,90.62
Canada,2020-06-06,95046,11,7773.0,95057,1868277.0,53614.0,56.4,722,70.0,37779.0,1046.0,33670.0,89.57
Canada,2020-06-07,95688,11,7800.0,95699,1896822.0,54233.0,56.67,642,27.0,28545.0,619.0,33666.0,89.56
Canada,2020-06-08,96233,11,7835.0,96244,1930141.0,54833.0,56.97,545,35.0,33319.0,600.0,33576.0,89.32
Canada,2020-06-09,96642,11,7897.0,96653,1955719.0,55572.0,57.5,409,62.0,25578.0,739.0,33184.0,88.28
Canada,2020-06-10,97114,11,7960.0,97125,1989255.0,56639.0,58.32,472,63.0,33536.0,1067.0,32526.0,86.53
Canada,2020-06-11,97519,11,7994.0,97530,2028496.0,57658.0,59.12,405,34.0,39241.0,1019.0,31878.0,84.81
Canada,2020-06-12,97932,11,8049.0,97943,2072096.0,58523.0,59.75,413,55.0,43600.0,865.0,31371.0,83.46
Canada,2020-06-13,98399,11,8107.0,98410,2113924.0,59354.0,60.31,467,58.0,41828.0,831.0,30949.0,82.33
Canada,2020-06-14,98776,11,8146.0,98787,2152776.0,60272.0,61.01,377,39.0,38852.0,918.0,30369.0,80.79
Canada,2020-06-15,99136,11,8175.0,99147,2183476.0,61042.0,61.57,360,29.0,30700.0,770.0,29930.0,79.62
Canada,2020-06-16,99456,11,8213.0,99467,2216730.0,61443.0,61.77,320,38.0,33254.0,401.0,29811.0,79.31
Canada,2020-06-17,99842,11,8254.0,99853,2254481.0,62017.0,62.11,386,41.0,37751.0,574.0,29582.0,78.7
Canada,2020-06-18,100209,11,8300.0,100220,2295440.0,62496.0,62.36,367,46.0,40959.0,479.0,29424.0,78.28
Canada,2020-06-19,100618,11,8346.0,100629,2339563.0,63003.0,62.61,409,46.0,44123.0,507.0,29280.0,77.89
Canada,2020-06-20,101008,11,8410.0,101019,2382781.0,63488.0,62.85,390,64.0,43218.0,485.0,29121.0,77.47
Canada,2020-06-21,101326,11,8430.0,101337,2415441.0,63886.0,63.04,318,20.0,32660.0,398.0,29021.0,77.21
Canada,2020-06-22,101626,11,8436.0,101637,2444118.0,64334.0,63.3,300,6.0,28677.0,448.0,28867.0,76.8
Canada,2020-06-23,101952,11,8454.0,101963,2482869.0,64704.0,63.46,326,18.0,38751.0,370.0,28805.0,76.63
Canada,2020-06-24,102231,11,8484.0,102242,2518650.0,65091.0,63.66,279,30.0,35781.0,387.0,28667.0,76.26
Canada,2020-06-25,102611,11,8504.0,102622,2558363.0,65425.0,63.75,380,20.0,39713.0,334.0,28693.0,76.33
Canada,2020-06-26,102783,11,8508.0,102794,2598243.0,65726.0,63.94,172,4.0,39880.0,301.0,28560.0,75.98
Canada,2020-06-27,103021,11,8516.0,103032,2640315.0,65973.0,64.03,238,8.0,42072.0,247.0,28543.0,75.93
Canada,2020-06-28,103239,11,8522.0,103250,2676705.0,66191.0,64.11,218,6.0,36390.0,218.0,28537.0,75.92
Canada,2020-06-29,103907,11,8566.0,103918,2721685.0,67178.0,64.65,668,44.0,44980.0,987.0,28174.0,74.95
Canada,2020-06-30,104193,11,8591.0,104204,2770153.0,67594.0,64.87,286,25.0,48468.0,416.0,28019.0,74.54
Canada,2020-07-01,104193,11,8591.0,104204,2770153.0,67594.0,64.87,0,0.0,0.0,0.0,28019.0,74.54
Canada,2020-07-02,104760,11,8642.0,104771,2848244.0,68345.0,65.23,567,51.0,78091.0,751.0,27784.0,73.91
Canada,2020-07-03,105079,11,8663.0,105090,2885746.0,68693.0,65.37,319,21.0,37502.0,348.0,27734.0,73.78
Canada,2020-07-04,105305,11,8674.0,105316,2914954.0,68990.0,65.51,226,11.0,29208.0,297.0,27652.0,73.56
Canada,2020-07-05,105524,11,8684.0,105535,2940925.0,69239.0,65.61,219,10.0,25971.0,249.0,27612.0,73.46
Canada,2020-07-06,105923,11,8693.0,105934,2975711.0,69570.0,65.67,399,9.0,34786.0,331.0,27671.0,73.61
Canada,2020-07-07,106155,11,8711.0,106166,3020172.0,69883.0,65.82,232,18.0,44461.0,313.0,27572.0,73.35
Canada,2020-07-08,106422,11,8737.0,106433,3055341.0,70247.0,66.0,267,26.0,35169.0,364.0,27449.0,73.02
Canada,2020-07-09,106793,11,8749.0,106804,3098193.0,70574.0,66.08,371,12.0,42852.0,327.0,27481.0,73.11
Canada,2020-07-10,107114,11,8759.0,107125,3142702.0,70901.0,66.19,321,10.0,44509.0,327.0,27465.0,73.07
Canada,2020-07-11,107335,11,8773.0,107346,3183516.0,71266.0,66.39,221,14.0,40814.0,365.0,27307.0,72.65
Canada,2020-07-12,107579,11,8783.0,107590,3212879.0,71467.0,66.43,244,10.0,29363.0,201.0,27340.0,72.73
Canada,2020-07-13,108144,11,8790.0,108155,3257608.0,71841.0,66.42,565,7.0,44729.0,374.0,27524.0,73.22
Canada,2020-07-14,108475,11,8798.0,108486,3302483.0,72170.0,66.52,331,8.0,44875.0,329.0,27518.0,73.21
Canada,2020-07-15,108816,11,8810.0,108827,3341893.0,72485.0,66.61,341,12.0,39410.0,315.0,27532.0,73.24
Canada,2020-07-16,109253,11,8827.0,109264,3387755.0,72836.0,66.66,437,17.0,45862.0,351.0,27601.0,73.43
Canada,2020-07-17,109658,11,8839.0,109669,3438041.0,96689.0,88.16,405,12.0,50286.0,23853.0,4141.0,11.02
Canada,2020-07-18,109988,11,8848.0,109999,3481804.0,96914.0,88.1,330,9.0,43763.0,225.0,4237.0,11.27
Canada,2020-07-19,110327,11,8852.0,110338,3520542.0,97051.0,87.96,339,4.0,38738.0,137.0,4435.0,11.8
Canada,2020-07-20,111113,11,8858.0,111124,3573630.0,97474.0,87.72,786,6.0,53088.0,423.0,4792.0,12.75
Canada,2020-07-21,111684,13,8862.0,111697,3616728.0,97757.0,87.52,573,4.0,43098.0,283.0,5078.0,13.51
Canada,2020-07-22,112227,13,8870.0,112240,3659778.0,98142.0,87.44,543,8.0,43050.0,385.0,5228.0,13.91
Canada,2020-07-23,112659,13,8874.0,112672,3697322.0,98519.0,87.44,432,4.0,37544.0,377.0,5279.0,14.04
Canada,2020-07-24,113193,13,8881.0,113206,3717483.0,98873.0,87.34,534,7.0,20161.0,354.0,5452.0,14.5
Canada,2020-07-25,113543,13,8885.0,113556,3761927.0,99115.0,87.28,350,4.0,44444.0,242.0,5556.0,14.78
Canada,2020-07-26,113898,13,8890.0,113911,3801950.0,99355.0,87.22,355,5.0,40023.0,240.0,5666.0,15.07
Canada,2020-07-27,114584,13,8901.0,114597,3863830.0,99860.0,87.14,686,11.0,61880.0,505.0,5836.0,15.53
Canada,2020-07-28,114980,14,8912.0,114994,3899192.0,100134.0,87.08,397,11.0,35362.0,274.0,5948.0,15.82
Canada,2020-07-29,115456,14,8917.0,115470,3946565.0,100465.0,87.01,476,5.0,47373.0,331.0,6088.0,16.2
Manitoba,2020-03-11,0,0,0.0,0,352.0,0.0,0.0,0,0.0,352.0,0.0,,0.0
Manitoba,2020-03-12,0,1,0.0,1,352.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.07
Manitoba,2020-03-13,1,2,0.0,3,352.0,0.0,0.0,2,0.0,0.0,0.0,3.0,0.22
Manitoba,2020-03-14,1,3,0.0,4,837.0,0.0,0.0,1,0.0,485.0,0.0,4.0,0.29
Manitoba,2020-03-15,4,0,0.0,4,837.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.29
Manitoba,2020-03-16,4,3,0.0,7,1848.0,0.0,0.0,3,0.0,1011.0,0.0,7.0,0.51
Manitoba,2020-03-17,7,0,0.0,7,2216.0,0.0,0.0,0,0.0,368.0,0.0,7.0,0.51
Manitoba,2020-03-18,8,7,0.0,15,2739.0,0.0,0.0,8,0.0,523.0,0.0,15.0,1.1
Manitoba,2020-03-19,17,0,0.0,17,3189.0,0.0,0.0,2,0.0,450.0,0.0,17.0,1.24
Manitoba,2020-03-20,17,0,0.0,17,3367.0,0.0,0.0,0,0.0,178.0,0.0,17.0,1.24
Manitoba,2020-03-21,11,8,0.0,19,3668.0,0.0,0.0,2,0.0,301.0,0.0,19.0,1.39
Manitoba,2020-03-22,11,8,0.0,19,3936.0,0.0,0.0,0,0.0,268.0,0.0,19.0,1.39
Manitoba,2020-03-23,11,9,0.0,20,4133.0,0.0,0.0,1,0.0,197.0,0.0,20.0,1.46
Manitoba,2020-03-24,11,10,0.0,21,4406.0,0.0,0.0,1,0.0,273.0,0.0,21.0,1.53
Manitoba,2020-03-25,11,24,0.0,35,4740.0,0.0,0.0,14,0.0,334.0,0.0,35.0,2.56
Manitoba,2020-03-26,11,25,0.0,36,5429.0,1.0,2.78,1,0.0,689.0,1.0,35.0,2.56
Manitoba,2020-03-27,25,14,1.0,39,6022.0,1.0,2.56,3,1.0,593.0,0.0,37.0,2.7
Manitoba,2020-03-28,25,39,1.0,64,6931.0,1.0,1.56,25,0.0,909.0,0.0,62.0,4.53
Manitoba,2020-03-29,69,3,1.0,72,7876.0,1.0,1.39,8,0.0,945.0,0.0,70.0,5.11
Manitoba,2020-03-30,83,13,1.0,96,8326.0,2.0,2.08,24,0.0,450.0,1.0,93.0,6.79
Manitoba,2020-03-31,91,12,1.0,103,8629.0,4.0,3.88,7,0.0,303.0,2.0,98.0,7.16
Manitoba,2020-04-01,109,18,1.0,127,9811.0,4.0,3.15,24,0.0,1182.0,0.0,122.0,8.91
Manitoba,2020-04-02,152,15,1.0,167,11098.0,11.0,6.59,40,0.0,1287.0,7.0,155.0,11.32
Manitoba,2020-04-03,164,18,2.0,182,11650.0,11.0,6.59,15,1.0,552.0,7.0,180.0,13.14
Manitoba,2020-04-04,172,22,2.0,194,12191.0,11.0,6.59,12,0.0,541.0,7.0,192.0,14.02
Manitoba,2020-04-05,187,16,2.0,203,12771.0,17.0,8.37,9,0.0,580.0,17.0,184.0,13.44
Manitoba,2020-04-06,190,14,2.0,204,13788.0,17.0,8.33,1,0.0,1017.0,0.0,185.0,13.51
Manitoba,2020-04-07,203,14,3.0,217,13990.0,17.0,8.33,13,1.0,202.0,0.0,214.0,15.63
Manitoba,2020-04-08,206,15,3.0,221,14569.0,17.0,8.33,4,0.0,579.0,0.0,218.0,15.92
Manitoba,2020-04-09,207,17,3.0,224,14569.0,17.0,8.33,3,0.0,0.0,0.0,221.0,16.14
Manitoba,2020-04-10,215,15,4.0,230,16075.0,17.0,8.33,6,1.0,1506.0,0.0,226.0,16.5
Manitoba,2020-04-11,226,17,4.0,243,16220.0,17.0,8.33,13,0.0,145.0,0.0,239.0,17.45
Manitoba,2020-04-12,226,16,4.0,242,17066.0,17.0,8.33,-1,0.0,846.0,0.0,238.0,17.38
Manitoba,2020-04-13,229,17,4.0,246,17119.0,17.0,8.33,4,0.0,53.0,0.0,242.0,17.67
Manitoba,2020-04-14,229,17,4.0,246,17789.0,17.0,8.33,0,0.0,670.0,0.0,242.0,17.67
Manitoba,2020-04-15,231,17,5.0,246,17789.0,17.0,8.33,0,1.0,0.0,0.0,241.0,17.6
Manitoba,2020-04-16,239,11,5.0,250,18318.0,17.0,8.33,4,0.0,529.0,0.0,245.0,17.89
